idx,pw_us,freq_hz,subject,peak_torque_Nm,time_to_peak_s,mean_torque_Nm,torque_rms_Nm,rise_slope_Nm_s
430,89,33,2,0.0,0.0,-1.47,1.4827,-3.0998
431,89,33,3,0.0986,0.87,0.095,0.0958,0.1983
432,89,33,4,0.0,0.0,-0.3669,0.3703,-0.7701
433,89,33,5,0.0,0.0,-0.074,0.0744,-0.1503
434,89,33,6,0.0,0.0,-0.1044,0.1056,-0.2203
435,89,33,7,0.167,1.26,0.1577,0.1595,0.3303
436,89,33,8,0.3612,1.87,0.3408,0.345,0.7175
437,89,33,9,0.2391,1.96,0.2301,0.2314,0.4692
438,89,33,10,0.3027,1.87,0.2875,0.2901,0.5946
439,89,33,average,0.0289,1.26,0.0276,0.0279,0.0575
440,90,33,1,0.0,0.0,-0.409,0.4124,-0.8535
441,90,33,2,0.0,0.0,-1.3634,1.3753,-2.8744
442,90,33,3,0.1067,0.87,0.1028,0.1036,0.2145
443,90,33,4,0.0,0.0,-0.3573,0.3606,-0.75
444,90,33,5,0.0,0.0,-0.0637,0.064,-0.1293
445,90,33,6,0.0,0.0,-0.0661,0.0669,-0.1395
446,90,33,7,0.1717,1.26,0.1621,0.164,0.3396
447,90,33,8,0.3763,1.87,0.355,0.3594,0.7475
448,90,33,9,0.2442,1.96,0.235,0.2363,0.4792
449,90,33,10,0.3188,1.87,0.3028,0.3055,0.6262
450,90,33,average,0.0425,1.87,0.0407,0.041,0.0846
451,91,33,1,0.0,0.0,-0.3923,0.3956,-0.8187
452,91,33,2,0.0,0.0,-1.2597,1.2707,-2.6552
453,91,33,3,0.1148,0.87,0.1105,0.1114,0.2306
454,91,33,4,0.0,0.0,-0.3478,0.351,-0.7299
455,91,33,5,0.0,0.0,-0.0534,0.0537,-0.1085
456,91,33,6,0.0,0.0,-0.0283,0.0286,-0.0596
457,91,33,7,0.1763,1.26,0.1665,0.1684,0.3488
458,91,33,8,0.3912,1.87,0.3691,0.3736,0.7771
459,91,33,9,0.2493,1.96,0.2399,0.2412,0.4891
460,91,33,10,0.3349,1.87,0.3179,0.3208,0.6576
461,91,33,average,0.0561,1.87,0.0536,0.0541,0.1115
462,92,33,1,0.0,0.0,-0.3758,0.3789,-0.7842
463,92,33,2,0.0,0.0,-1.1589,1.169,-2.4421
464,92,33,3,0.1228,0.87,0.1182,0.1192,0.2468
465,92,33,4,0.0,0.0,-0.3383,0.3414,-0.71
466,92,33,5,0.0,0.0,-0.0432,0.0434,-0.0877
467,92,33,6,0.0097,0.87,0.0092,0.0093,0.0194
468,92,33,7,0.1809,1.26,0.1708,0.1728,0.3579
469,92,33,8,0.406,1.87,0.383,0.3877,0.8063
470,92,33,9,0.2544,1.96,0.2447,0.2461,0.4989
471,92,33,10,0.3507,1.87,0.333,0.336,0.6887
472,92,33,average,0.0696,1.87,0.0665,0.0671,0.1383
473,93,33,1,0.0,0.0,-0.3594,0.3625,-0.75
474,93,33,2,0.0,0.0,-1.0608,1.0701,-2.2349
475,93,33,3,0.1308,0.87,0.1259,0.127,0.2628
476,93,33,4,0.0,0.0,-0.3288,0.3319,-0.6901
477,93,33,5,0.0,0.0,-0.033,0.0332,-0.0671
478,93,33,6,0.0487,0.87,0.0463,0.0468,0.0976
479,93,33,7,0.1854,1.26,0.1751,0.1771,0.3668
480,93,33,8,0.4206,1.87,0.3968,0.4016,0.8353
481,93,33,9,0.2594,1.96,0.2495,0.2509,0.5087
482,93,33,10,0.3665,1.87,0.3479,0.3511,0.7196
483,93,33,average,0.0829,1.87,0.0793,0.08,0.1648
484,94,33,1,0.0,0.0,-0.3433,0.3462,-0.7163
485,94,33,2,0.0,0.0,-0.9654,0.9738,-2.0334
486,94,33,3,0.1388,0.87,0.1336,0.1347,0.2789
487,94,33,4,0.0,0.0,-0.3194,0.3224,-0.6704
488,94,33,5,0.0,0.0,-0.0229,0.023,-0.0465
489,94,33,6,0.0873,0.87,0.0829,0.0839,0.1749
490,94,33,7,0.1898,1.26,0.1793,0.1813,0.3755
491,94,33,8,0.435,1.87,0.4104,0.4154,0.8639
492,94,33,9,0.2643,1.96,0.2543,0.2557,0.5185
493,94,33,10,0.3821,1.87,0.3627,0.366,0.7502
494,94,33,average,0.0962,1.87,0.092,0.0928,0.1912
495,95,33,1,0.0,0.0,-0.3273,0.3301,-0.6829
496,95,33,2,0.0,0.0,-0.8726,0.8802,-1.8375
497,95,33,3,0.1467,0.87,0.1413,0.1424,0.2948
498,95,33,4,0.0,0.0,-0.3101,0.3129,-0.6507
499,95,33,5,0.0,0.0,-0.0129,0.0129,-0.0261
500,95,33,6,0.1255,0.87,0.1192,0.1205,0.2514
501,95,33,7,0.1942,1.26,0.1834,0.1855,0.3842
502,95,33,8,0.4493,1.87,0.4238,0.429,0.8922
503,95,33,9,0.2693,1.96,0.2591,0.2605,0.5281
504,95,33,10,0.3976,1.87,0.3774,0.3809,0.7805
505,95,33,average,0.1094,1.87,0.1045,0.1055,0.2174
506,96,33,1,0.0,0.0,-0.3115,0.3141,-0.6499
507,96,33,2,0.0,0.0,-0.7824,0.7892,-1.6471
508,96,33,3,0.1546,0.87,0.1489,0.1501,0.3108
509,96,33,4,0.0,0.0,-0.3008,0.3036,-0.6312
510,96,33,5,0.0,0.0,-0.0028,0.0029,-0.0058
511,96,33,6,0.1632,0.87,0.1551,0.1568,0.327
512,96,33,7,0.1985,1.26,0.1875,0.1896,0.3927
513,96,33,8,0.4634,1.87,0.4372,0.4425,0.9202
514,96,33,9,0.2742,1.96,0.2638,0.2652,0.5377
515,96,33,10,0.413,1.87,0.392,0.3956,0.8106
516,96,33,average,0.1225,1.87,0.1171,0.1181,0.2434
517,97,33,1,0.0,0.0,-0.2959,0.2984,-0.6173
518,97,33,2,0.0,0.0,-0.6946,0.7006,-1.462
519,97,33,3,0.1626,0.87,0.1565,0.1578,0.3267
520,97,33,4,0.0,0.0,-0.2915,0.2942,-0.6118
521,97,33,5,0.0074,1.96,0.0071,0.0072,0.0144
522,97,33,6,0.2005,0.87,0.1905,0.1927,0.4018
523,97,33,7,0.2027,1.26,0.1915,0.1937,0.4011
524,97,33,8,0.4774,1.87,0.4503,0.4558,0.9478
525,97,33,9,0.2791,1.96,0.2685,0.2699,0.5473
526,97,33,10,0.4282,1.87,0.4065,0.4102,0.8405
527,97,33,average,0.1354,1.87,0.1295,0.1306,0.2692
528,98,33,1,0.0,0.0,-0.2804,0.2828,-0.585
529,98,33,2,0.0,0.0,-0.6092,0.6145,-1.282
530,98,33,3,0.1704,0.87,0.1641,0.1655,0.3425
531,98,33,4,0.0,0.0,-0.2823,0.2849,-0.5924
532,98,33,5,0.0177,1.96,0.017,0.0171,0.0345
533,98,33,6,0.2375,0.87,0.2256,0.2282,0.4757
534,98,33,7,0.2069,1.26,0.1954,0.1976,0.4093
535,98,33,8,0.4912,1.87,0.4633,0.469,0.9752
536,98,33,9,0.284,1.96,0.2731,0.2746,0.5568
537,98,33,10,0.4433,1.87,0.4208,0.4246,0.8701
538,98,33,average,0.1484,1.87,0.1418,0.1431,0.2948
539,99,33,1,0.0,0.0,-0.2651,0.2674,-0.5531
540,99,33,2,0.0,0.0,-0.5261,0.5307,-1.107
541,99,33,3,0.1783,0.87,0.1717,0.1731,0.3583
542,99,33,4,0.0,0.0,-0.2731,0.2757,-0.5732
543,99,33,5,0.028,1.96,0.0269,0.027,0.0545
544,99,33,6,0.274,0.87,0.2603,0.2633,0.5489
545,99,33,7,0.211,1.26,0.1993,0.2016,0.4174
546,99,33,8,0.5049,1.87,0.4762,0.482,1.0023
547,99,33,9,0.2888,1.96,0.2778,0.2793,0.5662
548,99,33,10,0.4583,1.87,0.435,0.439,0.8994
549,99,33,average,0.1612,1.87,0.154,0.1554,0.3203
550,100,33,1,0.0,0.0,-0.25,0.2521,-0.5215
551,100,33,2,0.0,0.0,-0.4454,0.4492,-0.9369
552,100,33,3,0.1862,0.87,0.1793,0.1808,0.3741
553,100,33,4,0.0,0.0,-0.264,0.2665,-0.554
554,100,33,5,0.0382,1.96,0.0367,0.0369,0.0744
555,100,33,6,0.3101,0.87,0.2947,0.298,0.6212
556,100,33,7,0.215,1.26,0.2031,0.2054,0.4254
557,100,33,8,0.5184,1.87,0.4889,0.4949,1.029
558,100,33,9,0.2936,1.96,0.2824,0.2839,0.5756
559,100,33,10,0.4732,1.87,0.4491,0.4532,0.9285
560,100,33,average,0.1739,1.87,0.1662,0.1677,0.3455
561,101,33,1,0.0,0.0,-0.235,0.237,-0.4903
562,101,33,2,0.0,0.0,-0.3668,0.37,-0.7715
563,101,33,3,0.194,0.87,0.1868,0.1884,0.3898
564,101,33,4,0.0,0.0,-0.2549,0.2573,-0.535
565,101,33,5,0.0483,1.96,0.0464,0.0467,0.0942
566,101,33,6,0.3459,0.87,0.3286,0.3323,0.6928
567,101,33,7,0.219,1.26,0.2068,0.2092,0.4333
568,101,33,8,0.5317,1.87,0.5015,0.5076,1.0555
569,101,33,9,0.2984,1.96,0.287,0.2885,0.5849
570,101,33,10,0.488,1.87,0.4631,0.4673,0.9574
571,101,33,average,0.1865,1.87,0.1783,0.1798,0.3706
572,102,33,1,0.0,0.0,-0.2203,0.2221,-0.4594
573,102,33,2,0.0,0.0,-0.2904,0.2929,-0.6107
574,102,33,3,0.2018,0.87,0.1943,0.1959,0.4055
575,102,33,4,0.0,0.0,-0.2459,0.2482,-0.516
576,102,33,5,0.0585,1.96,0.0561,0.0564,0.1139
577,102,33,6,0.3812,0.87,0.3622,0.3663,0.7635
578,102,33,7,0.2229,1.26,0.2105,0.213,0.441
579,102,33,8,0.5449,1.87,0.5139,0.5202,1.0816
580,102,33,9,0.3031,1.96,0.2915,0.2931,0.5942
581,102,33,10,0.5026,1.87,0.477,0.4813,0.9861
582,102,33,average,0.1991,1.87,0.1902,0.1919,0.3955
583,103,33,1,0.0,0.0,-0.2056,0.2074,-0.4289
584,103,33,2,0.0,0.0,-0.2161,0.218,-0.4544
585,103,33,3,0.2096,0.87,0.2018,0.2035,0.4211
586,103,33,4,0.0,0.0,-0.2369,0.2391,-0.4972
587,103,33,5,0.0685,1.96,0.0658,0.0661,0.1335
588,103,33,6,0.4161,0.87,0.3954,0.3999,0.8335
589,103,33,7,0.2268,1.26,0.2142,0.2167,0.4486
590,103,33,8,0.558,1.87,0.5262,0.5327,1.1075
591,103,33,9,0.3078,1.96,0.2961,0.2977,0.6034
592,103,33,10,0.5171,1.87,0.4907,0.4952,1.0145
593,103,33,average,0.2115,1.87,0.2021,0.2039,0.4202
594,104,33,1,0.0,0.0,-0.1911,0.1928,-0.3987
595,104,33,2,0.0,0.0,-0.1439,0.1451,-0.3024
596,104,33,3,0.2173,0.87,0.2093,0.211,0.4367
597,104,33,4,0.0,0.0,-0.228,0.2301,-0.4784
598,104,33,5,0.0785,1.96,0.0754,0.0758,0.1529
599,104,33,6,0.4507,0.87,0.4283,0.4331,0.9027
600,104,33,7,0.2306,1.26,0.2178,0.2203,0.4561
601,104,33,8,0.5709,1.87,0.5384,0.545,1.1331
602,104,33,9,0.3125,1.96,0.3006,0.3022,0.6126
603,104,33,10,0.5316,1.87,0.5044,0.5089,1.0426
604,104,33,average,0.2239,1.87,0.2139,0.2158,0.4447
605,105,33,1,0.0,0.0,-0.1768,0.1783,-0.3688
606,105,33,2,0.0,0.0,-0.0736,0.0742,-0.1547
607,105,33,3,0.2251,0.87,0.2168,0.2185,0.4523
608,105,33,4,0.0,0.0,-0.2191,0.2211,-0.4597
609,105,33,5,0.0885,1.96,0.0849,0.0854,0.1723
610,105,33,6,0.4849,0.87,0.4608,0.466,0.9711
611,105,33,7,0.2343,1.26,0.2213,0.2239,0.4635
612,105,33,8,0.5837,1.87,0.5504,0.5571,1.1584
613,105,33,9,0.3172,1.96,0.305,0.3067,0.6217
614,105,33,10,0.5458,1.87,0.5179,0.5226,1.0705
615,105,33,average,0.2362,1.87,0.2257,0.2277,0.4691
616,106,33,1,0.0,0.0,-0.1627,0.1641,-0.3393
617,106,33,2,0.0,0.0,-0.0053,0.0053,-0.011
618,106,33,3,0.2328,0.87,0.2242,0.226,0.4678
619,106,33,4,0.0,0.0,-0.2103,0.2122,-0.4412
620,106,33,5,0.0984,1.96,0.0944,0.0949,0.1916
621,106,33,6,0.5187,0.87,0.4929,0.4985,1.0388
622,106,33,7,0.238,1.26,0.2248,0.2274,0.4708
623,106,33,8,0.5963,1.87,0.5623,0.5692,1.1834
624,106,33,9,0.3218,1.96,0.3095,0.3112,0.6307
625,106,33,10,0.56,1.87,0.5313,0.5361,1.0982
626,106,33,average,0.2484,1.87,0.2373,0.2394,0.4933
627,107,33,1,0.0,0.0,-0.1487,0.1499,-0.3101
628,107,33,2,0.0635,0.87,0.0612,0.0617,0.1286
629,107,33,3,0.2405,0.87,0.2316,0.2335,0.4832
630,107,33,4,0.0,0.0,-0.2015,0.2033,-0.4227
631,107,33,5,0.1082,1.96,0.1039,0.1044,0.2107
632,107,33,6,0.5522,1.87,0.5247,0.5306,1.1057
633,107,33,7,0.2416,1.26,0.2282,0.2308,0.478
634,107,33,8,0.6088,1.87,0.5741,0.5811,1.2081
635,107,33,9,0.3264,1.96,0.3139,0.3156,0.6397
636,107,33,10,0.5741,1.87,0.5446,0.5496,1.1257
637,107,33,average,0.2605,1.87,0.2489,0.2511,0.5173
638,108,33,1,0.0,0.0,-0.1348,0.136,-0.2812
639,108,33,2,0.1305,0.87,0.1258,0.1269,0.2643
640,108,33,3,0.2482,0.87,0.239,0.241,0.4986
641,108,33,4,0.0,0.0,-0.1927,0.1945,-0.4043
642,108,33,5,0.118,1.96,0.1132,0.1139,0.2298
643,108,33,6,0.5854,1.87,0.5561,0.5624,1.1719
644,108,33,7,0.2452,1.26,0.2316,0.2342,0.485
645,108,33,8,0.6212,1.87,0.5857,0.5929,1.2326
646,108,33,9,0.331,1.96,0.3183,0.32,0.6487
647,108,33,10,0.588,1.87,0.5578,0.5629,1.153
648,108,33,average,0.2725,1.87,0.2604,0.2627,0.5412
649,109,33,1,0.0,0.0,-0.1211,0.1222,-0.2526
650,109,33,2,0.1956,0.87,0.1887,0.1903,0.3963
651,109,33,3,0.2558,0.87,0.2464,0.2484,0.514
652,109,33,4,0.0,0.0,-0.184,0.1857,-0.386
653,109,33,5,0.1278,1.96,0.1226,0.1233,0.2487
654,109,33,6,0.6181,1.87,0.5872,0.5939,1.2374
655,109,33,7,0.2487,1.26,0.2349,0.2376,0.492
656,109,33,8,0.6334,1.87,0.5972,0.6045,1.2568
657,109,33,9,0.3356,1.96,0.3226,0.3244,0.6575
658,109,33,10,0.6018,1.87,0.5709,0.5761,1.18
659,109,33,average,0.2845,1.87,0.2718,0.2742,0.5649
660,110,33,1,0.0,0.0,-0.1076,0.1085,-0.2243
661,110,33,2,0.259,0.87,0.2498,0.252,0.5246
662,110,33,3,0.2635,0.87,0.2537,0.2558,0.5293
663,110,33,4,0.0,0.0,-0.1753,0.177,-0.3678
664,110,33,5,0.1375,1.96,0.1319,0.1326,0.2676
665,110,33,6,0.6506,1.87,0.618,0.625,1.3021
666,110,33,7,0.2522,1.26,0.2382,0.2409,0.4988
667,110,33,8,0.6455,1.87,0.6086,0.616,1.2807
668,110,33,9,0.3401,1.96,0.327,0.3288,0.6664
669,110,33,10,0.6156,1.87,0.5839,0.5892,1.2068
670,110,33,average,0.2963,1.87,0.2831,0.2856,0.5884
671,111,33,1,0.0,0.0,-0.0942,0.095,-0.1964
672,111,33,2,0.3206,1.87,0.3092,0.3119,0.6492
673,111,33,3,0.2711,0.87,0.2611,0.2632,0.5446
674,111,33,4,0.0,0.0,-0.1667,0.1683,-0.3497
675,111,33,5,0.1471,1.96,0.1411,0.1419,0.2864
676,111,33,6,0.6827,1.87,0.6484,0.6558,1.3662
677,111,33,7,0.2556,1.26,0.2414,0.2442,0.5056
678,111,33,8,0.6574,1.87,0.6199,0.6274,1.3043
679,111,33,9,0.3446,1.96,0.3313,0.3331,0.6751
680,111,33,10,0.6292,1.87,0.5968,0.6022,1.2334
681,111,33,average,0.3081,1.87,0.2943,0.2969,0.6117
682,112,33,1,0.0,0.0,-0.0809,0.0816,-0.1687
683,112,33,2,0.3806,1.87,0.367,0.3702,0.7705
684,112,33,3,0.2787,0.87,0.2684,0.2706,0.5599
685,112,33,4,0.0,0.0,-0.1581,0.1596,-0.3317
686,112,33,5,0.1568,1.96,0.1504,0.1512,0.305
687,112,33,6,0.7144,1.87,0.6785,0.6862,1.4295
688,112,33,7,0.259,1.26,0.2445,0.2474,0.5122
689,112,33,8,0.6692,1.87,0.631,0.6387,1.3277
690,112,33,9,0.3491,1.96,0.3356,0.3374,0.6839
691,112,33,10,0.6427,1.87,0.6095,0.6151,1.2597
692,112,33,average,0.3198,1.87,0.3055,0.3082,0.6349
693,113,33,1,0.0,0.0,-0.0678,0.0684,-0.1414
694,113,33,2,0.4389,1.87,0.4231,0.4269,0.8883
695,113,33,3,0.2862,0.87,0.2757,0.2779,0.5751
696,113,33,4,0.0,0.0,-0.1496,0.151,-0.3138
697,113,33,5,0.1663,1.96,0.1595,0.1604,0.3236
698,113,33,6,0.7458,1.87,0.7083,0.7163,1.4921
699,113,33,7,0.2623,1.26,0.2477,0.2505,0.5187
700,113,33,8,0.6809,1.87,0.642,0.6498,1.3508
701,113,33,9,0.3535,1.96,0.3398,0.3417,0.6925
702,113,33,10,0.6561,1.87,0.6222,0.6279,1.2858
703,113,33,average,0.3314,1.87,0.3166,0.3194,0.6579
704,114,33,1,0.0,0.0,-0.0549,0.0553,-0.1144
705,114,33,2,0.4957,1.87,0.4778,0.482,1.0029
706,114,33,3,0.2938,0.87,0.283,0.2853,0.5902
707,114,33,4,0.0,0.0,-0.1411,0.1424,-0.296
708,114,33,5,0.1758,1.96,0.1686,0.1695,0.342
709,114,33,6,0.7769,1.87,0.7377,0.7461,1.554
710,114,33,7,0.2655,1.26,0.2507,0.2536,0.5251
711,114,33,8,0.6925,1.87,0.6529,0.6608,1.3737
712,114,33,9,0.3579,1.96,0.3441,0.346,0.7011
713,114,33,10,0.6693,1.87,0.6348,0.6405,1.3118
714,114,33,average,0.343,1.87,0.3276,0.3305,0.6807
715,115,33,1,0.0,0.0,-0.042,0.0424,-0.0876
716,115,33,2,0.5509,1.87,0.5309,0.5356,1.1142
717,115,33,3,0.3013,0.87,0.2902,0.2926,0.6054
718,115,33,4,0.0,0.0,-0.1327,0.1339,-0.2783
719,115,33,5,0.1853,1.96,0.1777,0.1786,0.3604
720,115,33,6,0.8076,1.87,0.7668,0.7755,1.6153
721,115,33,7,0.2687,1.26,0.2538,0.2567,0.5315
722,115,33,8,0.7039,1.87,0.6636,0.6717,1.3963
723,115,33,9,0.3623,1.96,0.3483,0.3502,0.7097
724,115,33,10,0.6825,1.87,0.6472,0.6531,1.3375
725,115,33,average,0.3544,1.87,0.3385,0.3415,0.7034
726,116,33,1,0.0,0.0,-0.0293,0.0296,-0.0612
727,116,33,2,0.6046,1.87,0.5825,0.5877,1.2225
728,116,33,3,0.3088,0.87,0.2974,0.2999,0.6204
729,116,33,4,0.0,0.0,-0.1242,0.1254,-0.2606
730,116,33,5,0.1947,1.96,0.1867,0.1877,0.3786
731,116,33,6,0.838,1.87,0.7956,0.8047,1.6759
732,116,33,7,0.2719,1.26,0.2567,0.2597,0.5377
733,116,33,8,0.7152,1.87,0.6743,0.6825,1.4187
734,116,33,9,0.3667,1.96,0.3525,0.3544,0.7182
735,116,33,10,0.6956,1.87,0.6596,0.6656,1.363
736,116,33,average,0.3658,1.87,0.3493,0.3524,0.7259
737,117,33,1,0.0,0.0,-0.0168,0.0169,-0.035
738,117,33,2,0.6569,1.87,0.6328,0.6383,1.3277
739,117,33,3,0.3163,0.87,0.3047,0.3072,0.6355
740,117,33,4,0.0,0.0,-0.1159,0.117,-0.2431
741,117,33,5,0.2041,1.96,0.1956,0.1967,0.3968
742,117,33,6,0.8681,1.87,0.8241,0.8335,1.7358
743,117,33,7,0.275,1.26,0.2597,0.2627,0.5438
744,117,33,8,0.7264,1.87,0.6848,0.6931,1.4408
745,117,33,9,0.371,1.96,0.3566,0.3586,0.7267
746,117,33,10,0.7085,1.87,0.6718,0.6779,1.3882
747,117,33,average,0.3771,1.87,0.3601,0.3633,0.7483
748,118,33,1,0.0,0.0,-0.0044,0.0044,-0.0092
749,118,33,2,0.7077,1.87,0.6816,0.6876,1.43
750,118,33,3,0.3238,0.87,0.3119,0.3144,0.6505
751,118,33,4,0.0,0.0,-0.1076,0.1086,-0.2256
752,118,33,5,0.2134,1.96,0.2046,0.2057,0.4149
753,118,33,6,0.8978,1.87,0.8523,0.862,1.795
754,118,33,7,0.278,1.26,0.2626,0.2656,0.5499
755,118,33,8,0.7374,1.87,0.6952,0.7037,1.4626
756,118,33,9,0.3753,1.96,0.3608,0.3627,0.7351
757,118,33,10,0.7214,1.87,0.684,0.6902,1.4133
758,118,33,average,0.3883,1.87,0.3708,0.3741,0.7705
759,119,33,1,0.0082,0.87,0.0079,0.0079,0.0164
760,119,33,2,0.7571,1.87,0.7291,0.7355,1.5295
761,119,33,3,0.3312,0.87,0.319,0.3216,0.6654
762,119,33,4,0.0,0.0,-0.0993,0.1002,-0.2083
763,119,33,5,0.2227,1.96,0.2134,0.2146,0.4328
764,119,33,6,0.9272,1.87,0.8802,0.8902,1.8536
765,119,33,7,0.281,1.26,0.2654,0.2685,0.5558
766,119,33,8,0.7483,1.87,0.7055,0.7141,1.4843
767,119,33,9,0.3796,1.96,0.3649,0.3669,0.7434
768,119,33,10,0.7341,1.87,0.696,0.7024,1.4382
769,119,33,average,0.3994,1.87,0.3814,0.3848,0.7925
770,120,33,1,0.0208,0.87,0.02,0.0202,0.0417
771,120,33,2,0.8052,1.87,0.7752,0.7821,1.6261
772,120,33,3,0.3387,0.87,0.3262,0.3289,0.6803
773,120,33,4,0.0,0.0,-0.091,0.0919,-0.191
774,120,33,5,0.2319,1.96,0.2223,0.2235,0.4507
775,120,33,6,0.9564,1.87,0.9077,0.918,1.9116
776,120,33,7,0.284,1.26,0.2682,0.2713,0.5617
777,120,33,8,0.7592,1.87,0.7156,0.7244,1.5056
778,120,33,9,0.3839,1.96,0.3689,0.371,0.7517
779,120,33,10,0.7468,1.87,0.708,0.7144,1.4628
780,120,33,average,0.4105,1.87,0.3919,0.3954,0.8144
781,121,33,1,0.0333,0.87,0.032,0.0323,0.0667
782,121,33,2,0.852,1.87,0.8201,0.8274,1.7201
783,121,33,3,0.3461,0.87,0.3333,0.3361,0.6952
784,121,33,4,0.0,0.0,-0.0828,0.0836,-0.1738
785,121,33,5,0.2411,1.96,0.231,0.2323,0.4685
786,121,33,6,0.9852,1.87,0.935,0.9456,1.9689
787,121,33,7,0.2869,1.26,0.2709,0.2741,0.5675
788,121,33,8,0.7698,1.87,0.7257,0.7346,1.5268
789,121,33,9,0.3881,1.96,0.373,0.3751,0.76
790,121,33,10,0.7593,1.87,0.7199,0.7264,1.4873
791,121,33,average,0.4215,1.87,0.4024,0.406,0.8361
792,122,33,1,0.0457,0.87,0.0439,0.0443,0.0915
793,122,33,2,0.8974,1.87,0.8638,0.8714,1.8114
794,122,33,3,0.3535,0.87,0.3404,0.3432,0.71
795,122,33,4,0.0,0.0,-0.0747,0.0754,-0.1567
796,122,33,5,0.2502,1.96,0.2398,0.2411,0.4862
797,122,33,6,1.0136,1.87,0.962,0.9729,2.0255
798,122,33,7,0.2898,1.26,0.2737,0.2768,0.5731
799,122,33,8,0.7804,1.87,0.7356,0.7446,1.5477
800,122,33,9,0.3923,1.96,0.377,0.3791,0.7682
801,122,33,10,0.7717,1.87,0.7316,0.7383,1.5115
802,122,33,average,0.4324,1.87,0.4128,0.4165,0.8577
803,123,33,1,0.0579,0.87,0.0556,0.0561,0.1159
804,123,33,2,0.9417,1.87,0.9062,0.9142,1.9002
805,123,33,3,0.3608,0.87,0.3475,0.3504,0.7248
806,123,33,4,0.0,0.0,-0.0666,0.0672,-0.1397
807,123,33,5,0.2593,1.96,0.2484,0.2498,0.5038
808,123,33,6,1.0418,1.87,0.9886,0.9998,2.0816
809,123,33,7,0.2926,1.26,0.2763,0.2795,0.5787
810,123,33,8,0.7909,1.87,0.7455,0.7546,1.5683
811,123,33,9,0.3965,1.96,0.381,0.3831,0.7763
812,123,33,10,0.7841,1.87,0.7433,0.75,1.5356
813,123,33,average,0.4432,1.87,0.4231,0.4269,0.8791
814,124,33,1,0.07,0.87,0.0672,0.0678,0.1401
815,124,33,2,0.9847,1.87,0.9475,0.9558,1.9865
816,124,33,3,0.3682,0.87,0.3546,0.3575,0.7396
817,124,33,4,0.0,0.0,-0.0585,0.0591,-0.1227
818,124,33,5,0.2683,1.96,0.2571,0.2585,0.5213
819,124,33,6,1.0697,1.87,1.015,1.0265,2.137
820,124,33,7,0.2954,1.26,0.279,0.2822,0.5842
821,124,33,8,0.8012,1.87,0.7552,0.7644,1.5888
822,124,33,9,0.4007,1.96,0.385,0.3871,0.7844
823,124,33,10,0.7963,1.87,0.7548,0.7617,1.5594
824,124,33,average,0.4539,1.87,0.4334,0.4372,0.9003
825,125,33,1,0.082,0.87,0.0787,0.0794,0.1641
826,125,33,2,1.0265,1.96,0.9876,0.9963,2.0704
827,125,33,3,0.3755,0.87,0.3617,0.3646,0.7543
828,125,33,4,0.0,0.0,-0.0505,0.0509,-0.1059
829,125,33,5,0.2773,1.96,0.2657,0.2671,0.5387
830,125,33,6,1.0973,1.87,1.0411,1.0529,2.1918
831,125,33,7,0.2981,1.26,0.2816,0.2848,0.5897
832,125,33,8,0.8114,1.87,0.7648,0.7742,1.609
833,125,33,9,0.4048,1.96,0.389,0.3911,0.7925
834,125,33,10,0.8085,1.87,0.7663,0.7733,1.5831
835,125,33,average,0.4646,1.87,0.4435,0.4475,0.9214
836,126,33,1,0.0938,0.87,0.0901,0.0908,0.1877
837,126,33,2,1.0672,1.96,1.0266,1.0356,2.152
838,126,33,3,0.3828,0.87,0.3687,0.3717,0.7689
839,126,33,4,0.0,0.0,-0.0425,0.0429,-0.0891
840,126,33,5,0.2862,1.96,0.2742,0.2757,0.556
841,126,33,6,1.1245,1.87,1.0669,1.079,2.246
842,126,33,7,0.3008,1.87,0.2841,0.2874,0.595
843,126,33,8,0.8215,1.87,0.7743,0.7838,1.629
844,126,33,9,0.4089,1.96,0.3929,0.3951,0.8005
845,126,33,10,0.8205,1.87,0.7777,0.7848,1.6066
846,126,33,average,0.4752,1.87,0.4536,0.4577,0.9424
847,127,33,1,0.1055,0.87,0.1013,0.1022,0.2112
848,127,33,2,1.1068,1.96,1.0645,1.0739,2.2313
849,127,33,3,0.3901,0.87,0.3757,0.3788,0.7836
850,127,33,4,0.0,0.0,-0.0345,0.0349,-0.0724
851,127,33,5,0.2951,1.96,0.2827,0.2843,0.5732
852,127,33,6,1.1515,1.87,1.0924,1.1048,2.2996
853,127,33,7,0.3035,1.87,0.2866,0.2899,0.6002
854,127,33,8,0.8315,1.87,0.7837,0.7933,1.6487
855,127,33,9,0.413,1.96,0.3968,0.399,0.8085
856,127,33,10,0.8324,1.87,0.789,0.7962,1.6298
857,127,33,average,0.4857,1.87,0.4637,0.4678,0.9632
858,128,33,1,0.1171,0.87,0.1124,0.1134,0.2343
859,128,33,2,1.1453,1.96,1.1013,1.1111,2.3083
860,128,33,3,0.3974,0.87,0.3827,0.3859,0.7981
861,128,33,4,0.0,0.0,-0.0266,0.0269,-0.0559
862,128,33,5,0.304,1.96,0.2912,0.2928,0.5903
863,128,33,6,1.1782,1.87,1.1176,1.1303,2.3527
864,128,33,7,0.3061,1.87,0.2891,0.2924,0.6054
865,128,33,8,0.8414,1.87,0.793,0.8027,1.6683
866,128,33,9,0.4171,1.96,0.4007,0.4029,0.8164
